0.2113 2.82757
0.24 2.84641
0.27 2.82671
0.3 2.81774
0.33 2.80628
0.36 2.83889
0.4 2.84015
0.45 2.82455
0.5 2.82594
0.6 2.84025
0.7 2.81815
0.8 2.82197
0.9 2.8295
1.0 2.8276
1.05 3.09698
1.06 3.99837
1.07 4.02498
1.08 4.01029
1.09 4.01444
1.1 3.9669
1.2 2.8866
1.25 2.83632
1.26 2.83914
1.27 2.83416
1.28 3.09387
1.29 3.89895
1.3 3.97458
1.31 3.98379
1.32 4.01731
1.33 4.00868
1.34 3.90804
1.35 3.36647
1.4 2.89347
1.5 2.82661
1.6 2.84297
1.7 2.83048
1.8 2.80717
1.9 2.81693
1.92 2.83461
1.93 2.92337
1.94 3.28975
1.95 3.95362
1.96 3.99672
1.97 4.01256
1.98 3.99178
1.99 4.00212
2.0 3.96862
2.01 3.9243
2.02 3.74334
2.03 3.26027
2.05 3.10621
2.1 2.93498
2.2 2.85322
2.3 2.85465
2.4 3.07135
2.42 3.98044
2.43 4.00391
2.44 4.01611
2.45 4.02295
2.46 4.01625
2.47 4.03925
2.48 4.01997
2.5 3.79197
2.6 2.94396
2.72 2.88613
3.24 2.82583
3.4 2.83004
3.7 2.83119
4.0 2.81806
4.5 2.82444
4.6 2.82076
4.7 2.82855
4.8 2.82115
4.9 3.09995
5.0 3.96863
5.1 3.51226
5.2 3.05267
5.3 2.92844
5.4 2.86522
5.5 2.85575
5.6 3.23834
5.7 3.9941
5.8 3.45401
5.9 3.06325
6.0 2.91851
6.5 2.84319
7.0 2.83498
7.5 2.83542
7.8 2.84703
7.9 2.82294
8.0 2.87948
8.1 3.87531
8.2 3.94955
8.3 5.59076
8.4 6.53225
8.5 6.03501
8.6 5.162
8.7 3.33399
8.8 4.56463
8.9 4.48011
8.99 4.64197
11.0 2.80084
13.0 2.80319
14.5 2.81995
15.0 2.82549
15.5 3.06212
16.0 4.0002
16.5 3.96162
17.0 3.81928
19.0 3.03669
19.5 3.04624
20.0 3.04489
20.5 3.0696
21.0 4.68473
21.5 6.26186
22.0 7.59567
22.5 7.75555
23.0 7.6342
25.0 3.3085
27.0 3.01425
29.0 2.90595
31.0 2.86623
33.0 2.82455
33.5 2.86801
34.0 2.85826
34.5 4.04932
35.0 4.07995
35.5 3.4899
36.0 3.13102
36.5 2.99052
37.0 3.03473
37.5 3.82857
38.0 6.87937
38.5 8.30893
39.0 7.57799
39.5 9.35182
40.0 7.97069
40.5 8.69017
41.0 8.38371
41.5 7.82786
42.0 6.17165
43.0 3.13812
45.0 2.89264
46.5 2.90585
47.0 2.86752
47.5 3.20458
48.0 4.90675
48.5 5.4928
49.0 5.31158
49.5 4.21018
50.0 3.33693
50.5 4.01994
51.0 4.09502
51.5 3.94243
52.0 3.47174
52.5 3.14645
53.0 2.97995
53.5 3.17792
54.0 4.11253
54.5 4.17843
55.0 3.97197
55.5 3.44867
56.0 3.33519
56.5 3.61795
57.0 3.71542
57.5 3.55474
58.0 4.4117
58.5 4.37529
59.0 4.15575
59.5 3.9769
59.9 3.87971
